name,time,tweets
Bernie Sanders,2016-07-07 20:01:03,The majority of Democrats are opposed to the TPP. Thank you to the 700000 who signed the petitions. #StopTPPNow https://t.co/voDORPtYdK
Bernie Sanders,2016-07-07 19:19:17,#TBT to Bernie talking about the obscene amount of corporate media coverage given to Donald Trump... IN 1990! https://t.co/RvHdRZRzF6
Bernie Sanders,2016-07-07 17:02:04,Last chance to sign the petition opposing the TPP to be delivered to the Democratic Platform Committee tomorrow!  https://t.co/kbwdmHyl7P
Bernie Sanders,2016-07-07 16:18:00,RT @CREDOMobile: MUST WATCH new video: @SenWarren on why we need to #StoptheTPP https://t.co/cO2EMrIArD
Bernie Sanders,2016-07-07 16:04:03,I kind of think that if every other major country can have health care as a right then you know what? So can the United States of America.
Bernie Sanders,2016-07-07 14:19:03,If both Clinton and I agree that the TPP should not get to the floor of Congress why isn't this in the platform? https://t.co/UTf225pW73
Bernie Sanders,2016-07-07 12:41:06,As South Carolina Rep. Wendell Gilliard proclaimed: "Enough is enough of our police officers targeting people of color."
Bernie Sanders,2016-07-07 12:38:08,We need real criminal justice reform so that people can walk down the street without worrying about whether they'll get harassed or shot.
Bernie Sanders,2016-07-07 12:36:05,Today African-Americans are almost four times as likely to experience the use of force during encounters with the police. #PhilandoCastille
Bernie Sanders,2016-07-07 12:32:05,The violence that killed Alton Sterling and Philando Castile has become an all too common occurrence for people of color and IT. MUST. STOP.
Bernie Sanders,2016-07-07 01:31:09,The U.S. is the only major country on earth that does not provide universal health care to all.
Bernie Sanders,2016-07-07 00:10:54,Free speech does not equal the ability of people to buy elections
Bernie Sanders,2016-07-06 19:14:53,When somebody is killed while in police custody it should automatically trigger a DOJ investigation. #AltonSterling https://t.co/pf95AxS1JX
Bernie Sanders,2016-07-06 19:02:05,For perhaps the first time in modern history our younger generation will probably have a lower standard of living than their parents.
Bernie Sanders,2016-07-06 17:58:02,The Senate is voting on a very bad piece of Monsanto-backed legislation today. Text GMO to 82623 to oppose it. https://t.co/21yiDd5zpc
Bernie Sanders,2016-07-06 16:32:56,RT @wolfblitzer: Senator @BernieSanders joins me live today during 1PM ET hour. We have lots to discuss. #Wolf @CNN
